Sıra No,İstasyon No,İstasyon Adı,Hizmet Şekli,Marka,Şarj Ağı İşletmecisi,Şarj İstasyonu İşletmecisi,Yeşil Şarj İstasyonu mu,Adres,Soket No,Soket Tipi,Soket Türü,Soket Gücü (kW),Latitude,Longitude
422.0,ŞRJ/9506,AVLU PARK ALANLARI,HALKA_ACIK,EKOS,EKOS MOBİLİTE ÇÖZÜMLERİ TEKNOLOJİ TİCARET ANONİM ŞİRKETİ,EKOS MOBİLİTE ÇÖZÜMLERİ TEKNOLOJİ TİCARET ANONİM ŞİRKETİ, ,Gümüşçeşme Mahallesi 8054. Sokağı  Avlu Otopark Altıeylül / BALIKESİR,SKT/22517,DC,DC_CCS,120.0,,
422.0,ŞRJ/9506,AVLU PARK ALANLARI,HALKA_ACIK,EKOS,EKOS MOBİLİTE ÇÖZÜMLERİ TEKNOLOJİ TİCARET ANONİM ŞİRKETİ,EKOS MOBİLİTE ÇÖZÜMLERİ TEKNOLOJİ TİCARET ANONİM ŞİRKETİ, ,Gümüşçeşme Mahallesi 8054. Sokağı  Avlu Otopark Altıeylül / BALIKESİR,SKT/22518,AC,AC_TYPE2,22.0,,
422.0,ŞRJ/9506,AVLU PARK ALANLARI,HALKA_ACIK,EKOS,EKOS MOBİLİTE ÇÖZÜMLERİ TEKNOLOJİ TİCARET ANONİM ŞİRKETİ,EKOS MOBİLİTE ÇÖZÜMLERİ TEKNOLOJİ TİCARET ANONİM ŞİRKETİ, ,Gümüşçeşme Mahallesi 8054. Sokağı  Avlu Otopark Altıeylül / BALIKESİR,SKT/22523,AC,AC_TYPE2,22.0,,
422.0,ŞRJ/9506,AVLU PARK ALANLARI,HALKA_ACIK,EKOS,EKOS MOBİLİTE ÇÖZÜMLERİ TEKNOLOJİ TİCARET ANONİM ŞİRKETİ,EKOS MOBİLİTE ÇÖZÜMLERİ TEKNOLOJİ TİCARET ANONİM ŞİRKETİ, ,Gümüşçeşme Mahallesi 8054. Sokağı  Avlu Otopark Altıeylül / BALIKESİR,SKT/22524,AC,AC_TYPE2,22.0,,
441.0,ŞRJ/7776,Ensoinn Hotel Kayaköy 1-2-3,HALKA_ACIK,MEIS CHARGE,MEİS CHARGE TEKNOLOJİLERİ ANONİM ŞİRKETİ,MEİS CHARGE TEKNOLOJİLERİ ANONİM ŞİRKETİ, ,Kayaköy Mahallesi Kuyubaşı (belen)(kyk) Sokağı  No:29  Çaykuyu Fethiye / MUĞLA,SKT/17717,AC,AC_TYPE2,22.0,,
441.0,ŞRJ/7776,Ensoinn Hotel Kayaköy 1-2-3,HALKA_ACIK,MEIS CHARGE,MEİS CHARGE TEKNOLOJİLERİ ANONİM ŞİRKETİ,MEİS CHARGE TEKNOLOJİLERİ ANONİM ŞİRKETİ, ,Kayaköy Mahallesi Kuyubaşı (belen)(kyk) Sokağı  No:29  Çaykuyu Fethiye / MUĞLA,SKT/17718,AC,AC_TYPE2,22.0,,
441.0,ŞRJ/7776,Ensoinn Hotel Kayaköy 1-2-3,HALKA_ACIK,MEIS CHARGE,MEİS CHARGE TEKNOLOJİLERİ ANONİM ŞİRKETİ,MEİS CHARGE TEKNOLOJİLERİ ANONİM ŞİRKETİ, ,Kayaköy Mahallesi Kuyubaşı (belen)(kyk) Sokağı  No:29  Çaykuyu Fethiye / MUĞLA,SKT/17719,AC,AC_TYPE2,22.0,,
462.0,ŞRJ/16476,Rönesans Osmaniye Şantiye,OZEL,RÖNESANS CHARGER,RÖNESANS ŞARJ İSTASYON ENERJİ YATIRIMLARI ANONİM ŞİRKETİ,RÖNESANS ŞARJ İSTASYON ENERJİ YATIRIMLARI ANONİM ŞİRKETİ, ,Karacaören Mahallesi Yollararası Sokağı  No:72  Yarbaşı Düziçi / OSMANİYE,SKT/44800,AC,AC_TYPE2,22.0,,
464.0,ŞRJ/16841,Rönesans Filyos Şantiye,OZEL,RÖNESANS CHARGER,RÖNESANS ŞARJ İSTASYON ENERJİ YATIRIMLARI ANONİM ŞİRKETİ,RÖNESANS ŞARJ İSTASYON ENERJİ YATIRIMLARI ANONİM ŞİRKETİ, ,Köyün Kendisi Mahallesi  No:18  Bucak Sazköy Çaycuma / ZONGULDAK,SKT/45840,AC,AC_TYPE2,22.0,,
464.0,ŞRJ/16841,Rönesans Filyos Şantiye,OZEL,RÖNESANS CHARGER,RÖNESANS ŞARJ İSTASYON ENERJİ YATIRIMLARI ANONİM ŞİRKETİ,RÖNESANS ŞARJ İSTASYON ENERJİ YATIRIMLARI ANONİM ŞİRKETİ, ,Köyün Kendisi Mahallesi  No:18  Bucak Sazköy Çaycuma / ZONGULDAK,SKT/45841,AC,AC_TYPE2,22.0,,
