Sıra No,İstasyon No,İstasyon Adı,Hizmet Şekli,Marka,Şarj Ağı İşletmecisi,Şarj İstasyonu İşletmecisi,Yeşil Şarj İstasyonu mu,Adres,Soket No,Soket Tipi,Soket Türü,Soket Gücü (kW)
420.0,ŞRJ/19032,TOZKOPARAN3E1K,OZEL,EKA ENERJİ,EKA ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,YENİ TOZKOPARAN KONUTLARI 3  , ,Tozkoparan Mahallesi Gölgeli Sokağı  No:2 Güngören / İSTANBUL,SKT/53059,AC,AC_TYPE2,11
420.0,ŞRJ/19032,TOZKOPARAN3E1K,OZEL,EKA ENERJİ,EKA ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,YENİ TOZKOPARAN KONUTLARI 3  , ,Tozkoparan Mahallesi Gölgeli Sokağı  No:2 Güngören / İSTANBUL,SKT/53060,AC,AC_TYPE2,11
420.0,ŞRJ/19032,TOZKOPARAN3E1K,OZEL,EKA ENERJİ,EKA ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,YENİ TOZKOPARAN KONUTLARI 3  , ,Tozkoparan Mahallesi Gölgeli Sokağı  No:2 Güngören / İSTANBUL,SKT/53061,AC,AC_TYPE2,11
420.0,ŞRJ/19032,TOZKOPARAN3E1K,OZEL,EKA ENERJİ,EKA ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,YENİ TOZKOPARAN KONUTLARI 3  , ,Tozkoparan Mahallesi Gölgeli Sokağı  No:2 Güngören / İSTANBUL,SKT/53062,AC,AC_TYPE2,11
420.0,ŞRJ/19032,TOZKOPARAN3E1K,OZEL,EKA ENERJİ,EKA ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,YENİ TOZKOPARAN KONUTLARI 3  , ,Tozkoparan Mahallesi Gölgeli Sokağı  No:2 Güngören / İSTANBUL,SKT/53063,AC,AC_TYPE2,11
420.0,ŞRJ/19032,TOZKOPARAN3E1K,OZEL,EKA ENERJİ,EKA ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,YENİ TOZKOPARAN KONUTLARI 3  , ,Tozkoparan Mahallesi Gölgeli Sokağı  No:2 Güngören / İSTANBUL,SKT/53064,AC,AC_TYPE2,11
420.0,ŞRJ/19032,TOZKOPARAN3E1K,OZEL,EKA ENERJİ,EKA ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,YENİ TOZKOPARAN KONUTLARI 3  , ,Tozkoparan Mahallesi Gölgeli Sokağı  No:2 Güngören / İSTANBUL,SKT/53065,AC,AC_TYPE2,22
420.0,ŞRJ/19032,TOZKOPARAN3E1K,OZEL,EKA ENERJİ,EKA ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,YENİ TOZKOPARAN KONUTLARI 3  , ,Tozkoparan Mahallesi Gölgeli Sokağı  No:2 Güngören / İSTANBUL,SKT/53066,AC,AC_TYPE2,22
420.0,ŞRJ/19032,TOZKOPARAN3E1K,OZEL,EKA ENERJİ,EKA ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,YENİ TOZKOPARAN KONUTLARI 3  , ,Tozkoparan Mahallesi Gölgeli Sokağı  No:2 Güngören / İSTANBUL,SKT/53067,AC,AC_TYPE2,22
420.0,ŞRJ/19032,TOZKOPARAN3E1K,OZEL,EKA ENERJİ,EKA ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,YENİ TOZKOPARAN KONUTLARI 3  , ,Tozkoparan Mahallesi Gölgeli Sokağı  No:2 Güngören / İSTANBUL,SKT/53068,AC,AC_TYPE2,22
420.0,ŞRJ/19032,TOZKOPARAN3E1K,OZEL,EKA ENERJİ,EKA ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,YENİ TOZKOPARAN KONUTLARI 3  , ,Tozkoparan Mahallesi Gölgeli Sokağı  No:2 Güngören / İSTANBUL,SKT/53069,AC,AC_TYPE2,22
420.0,ŞRJ/19032,TOZKOPARAN3E1K,OZEL,EKA ENERJİ,EKA ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,YENİ TOZKOPARAN KONUTLARI 3  , ,Tozkoparan Mahallesi Gölgeli Sokağı  No:2 Güngören / İSTANBUL,SKT/53070,AC,AC_TYPE2,22
420.0,ŞRJ/19032,TOZKOPARAN3E1K,OZEL,EKA ENERJİ,EKA ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,YENİ TOZKOPARAN KONUTLARI 3  , ,Tozkoparan Mahallesi Gölgeli Sokağı  No:2 Güngören / İSTANBUL,SKT/53071,AC,AC_TYPE2,22
420.0,ŞRJ/19032,TOZKOPARAN3E1K,OZEL,EKA ENERJİ,EKA ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,YENİ TOZKOPARAN KONUTLARI 3  , ,Tozkoparan Mahallesi Gölgeli Sokağı  No:2 Güngören / İSTANBUL,SKT/53072,AC,AC_TYPE2,11
420.0,ŞRJ/19032,TOZKOPARAN3E1K,OZEL,EKA ENERJİ,EKA ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,YENİ TOZKOPARAN KONUTLARI 3  , ,Tozkoparan Mahallesi Gölgeli Sokağı  No:2 Güngören / İSTANBUL,SKT/53074,AC,AC_TYPE2,11
420.0,ŞRJ/19032,TOZKOPARAN3E1K,OZEL,EKA ENERJİ,EKA ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,YENİ TOZKOPARAN KONUTLARI 3  , ,Tozkoparan Mahallesi Gölgeli Sokağı  No:2 Güngören / İSTANBUL,SKT/53076,AC,AC_TYPE2,11
420.0,ŞRJ/19032,TOZKOPARAN3E1K,OZEL,EKA ENERJİ,EKA ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,YENİ TOZKOPARAN KONUTLARI 3  , ,Tozkoparan Mahallesi Gölgeli Sokağı  No:2 Güngören / İSTANBUL,SKT/53078,AC,AC_TYPE2,11
420.0,ŞRJ/19032,TOZKOPARAN3E1K,OZEL,EKA ENERJİ,EKA ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,YENİ TOZKOPARAN KONUTLARI 3  , ,Tozkoparan Mahallesi Gölgeli Sokağı  No:2 Güngören / İSTANBUL,SKT/53079,AC,AC_TYPE2,11
420.0,ŞRJ/19032,TOZKOPARAN3E1K,OZEL,EKA ENERJİ,EKA ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,YENİ TOZKOPARAN KONUTLARI 3  , ,Tozkoparan Mahallesi Gölgeli Sokağı  No:2 Güngören / İSTANBUL,SKT/53082,AC,AC_TYPE2,11
420.0,ŞRJ/19032,TOZKOPARAN3E1K,OZEL,EKA ENERJİ,EKA ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,YENİ TOZKOPARAN KONUTLARI 3  , ,Tozkoparan Mahallesi Gölgeli Sokağı  No:2 Güngören / İSTANBUL,SKT/53083,AC,AC_TYPE2,11
420.0,ŞRJ/19032,TOZKOPARAN3E1K,OZEL,EKA ENERJİ,EKA ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,YENİ TOZKOPARAN KONUTLARI 3  , ,Tozkoparan Mahallesi Gölgeli Sokağı  No:2 Güngören / İSTANBUL,SKT/53085,AC,AC_TYPE2,11
420.0,ŞRJ/19032,TOZKOPARAN3E1K,OZEL,EKA ENERJİ,EKA ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,YENİ TOZKOPARAN KONUTLARI 3  , ,Tozkoparan Mahallesi Gölgeli Sokağı  No:2 Güngören / İSTANBUL,SKT/53086,AC,AC_TYPE2,11
420.0,ŞRJ/19032,TOZKOPARAN3E1K,OZEL,EKA ENERJİ,EKA ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,YENİ TOZKOPARAN KONUTLARI 3  , ,Tozkoparan Mahallesi Gölgeli Sokağı  No:2 Güngören / İSTANBUL,SKT/53087,AC,AC_TYPE2,11
420.0,ŞRJ/19032,TOZKOPARAN3E1K,OZEL,EKA ENERJİ,EKA ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,YENİ TOZKOPARAN KONUTLARI 3  , ,Tozkoparan Mahallesi Gölgeli Sokağı  No:2 Güngören / İSTANBUL,SKT/53088,AC,AC_TYPE2,22
420.0,ŞRJ/19032,TOZKOPARAN3E1K,OZEL,EKA ENERJİ,EKA ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,YENİ TOZKOPARAN KONUTLARI 3  , ,Tozkoparan Mahallesi Gölgeli Sokağı  No:2 Güngören / İSTANBUL,SKT/53089,AC,AC_TYPE2,22
420.0,ŞRJ/19032,TOZKOPARAN3E1K,OZEL,EKA ENERJİ,EKA ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,YENİ TOZKOPARAN KONUTLARI 3  , ,Tozkoparan Mahallesi Gölgeli Sokağı  No:2 Güngören / İSTANBUL,SKT/53090,AC,AC_TYPE2,22
420.0,ŞRJ/19032,TOZKOPARAN3E1K,OZEL,EKA ENERJİ,EKA ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,YENİ TOZKOPARAN KONUTLARI 3  , ,Tozkoparan Mahallesi Gölgeli Sokağı  No:2 Güngören / İSTANBUL,SKT/53091,AC,AC_TYPE2,22
420.0,ŞRJ/19032,TOZKOPARAN3E1K,OZEL,EKA ENERJİ,EKA ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,YENİ TOZKOPARAN KONUTLARI 3  , ,Tozkoparan Mahallesi Gölgeli Sokağı  No:2 Güngören / İSTANBUL,SKT/53092,AC,AC_TYPE2,22
420.0,ŞRJ/19032,TOZKOPARAN3E1K,OZEL,EKA ENERJİ,EKA ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,YENİ TOZKOPARAN KONUTLARI 3  , ,Tozkoparan Mahallesi Gölgeli Sokağı  No:2 Güngören / İSTANBUL,SKT/53093,AC,AC_TYPE2,22
421.0,ŞRJ/19912,TKNKYAPIKARTAL,OZEL,EKA ENERJİ,EKA ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,DELUXİA PARK RESİDENCE TOPLU YAPILARI YÖNETİMİ  , ,Cevizli Mahallesi Hacılar Caddesi  No:90/A Kartal / İSTANBUL,SKT/56569,AC,AC_TYPE2,11
421.0,ŞRJ/19912,TKNKYAPIKARTAL,OZEL,EKA ENERJİ,EKA ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,DELUXİA PARK RESİDENCE TOPLU YAPILARI YÖNETİMİ  , ,Cevizli Mahallesi Hacılar Caddesi  No:90/A Kartal / İSTANBUL,SKT/56570,AC,AC_TYPE2,11
421.0,ŞRJ/19912,TKNKYAPIKARTAL,OZEL,EKA ENERJİ,EKA ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,DELUXİA PARK RESİDENCE TOPLU YAPILARI YÖNETİMİ  , ,Cevizli Mahallesi Hacılar Caddesi  No:90/A Kartal / İSTANBUL,SKT/56571,AC,AC_TYPE2,11
421.0,ŞRJ/19912,TKNKYAPIKARTAL,OZEL,EKA ENERJİ,EKA ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,DELUXİA PARK RESİDENCE TOPLU YAPILARI YÖNETİMİ  , ,Cevizli Mahallesi Hacılar Caddesi  No:90/A Kartal / İSTANBUL,SKT/56572,AC,AC_TYPE2,11
421.0,ŞRJ/19912,TKNKYAPIKARTAL,OZEL,EKA ENERJİ,EKA ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,DELUXİA PARK RESİDENCE TOPLU YAPILARI YÖNETİMİ  , ,Cevizli Mahallesi Hacılar Caddesi  No:90/A Kartal / İSTANBUL,SKT/56573,AC,AC_TYPE2,11
422.0,ŞRJ/19913,TKNKYAPIBAŞAKŞEHİR,OZEL,EKA ENERJİ,EKA ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,594 ADA 1 PARSEL RESIDENCE INN DELUXIA SİTE YÖNETİMİ  , ,Bahçeşehir Mahallesi Sakarya Caddesi Akdere Sokağı  No:1 Başakşehir / İSTANBUL,SKT/56574,AC,AC_TYPE2,11
422.0,ŞRJ/19913,TKNKYAPIBAŞAKŞEHİR,OZEL,EKA ENERJİ,EKA ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,594 ADA 1 PARSEL RESIDENCE INN DELUXIA SİTE YÖNETİMİ  , ,Bahçeşehir Mahallesi Sakarya Caddesi Akdere Sokağı  No:1 Başakşehir / İSTANBUL,SKT/56575,AC,AC_TYPE2,11
422.0,ŞRJ/19913,TKNKYAPIBAŞAKŞEHİR,OZEL,EKA ENERJİ,EKA ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,594 ADA 1 PARSEL RESIDENCE INN DELUXIA SİTE YÖNETİMİ  , ,Bahçeşehir Mahallesi Sakarya Caddesi Akdere Sokağı  No:1 Başakşehir / İSTANBUL,SKT/56576,AC,AC_TYPE2,11
422.0,ŞRJ/19913,TKNKYAPIBAŞAKŞEHİR,OZEL,EKA ENERJİ,EKA ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,594 ADA 1 PARSEL RESIDENCE INN DELUXIA SİTE YÖNETİMİ  , ,Bahçeşehir Mahallesi Sakarya Caddesi Akdere Sokağı  No:1 Başakşehir / İSTANBUL,SKT/56577,AC,AC_TYPE2,11
422.0,ŞRJ/19913,TKNKYAPIBAŞAKŞEHİR,OZEL,EKA ENERJİ,EKA ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,594 ADA 1 PARSEL RESIDENCE INN DELUXIA SİTE YÖNETİMİ  , ,Bahçeşehir Mahallesi Sakarya Caddesi Akdere Sokağı  No:1 Başakşehir / İSTANBUL,SKT/56578,AC,AC_TYPE2,11
423.0,ŞRJ/19914,NIDAPARK-KINALI,OZEL,EKA ENERJİ,EKA ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,NİDAPARK KÜÇÜKYALI KINALI SİTE YÖNETİMİ  , ,Çınar Mahallesi Yeşiltepe Sokağı  No:42 Maltepe / İSTANBUL,SKT/56579,AC,AC_TYPE2,11
423.0,ŞRJ/19914,NIDAPARK-KINALI,OZEL,EKA ENERJİ,EKA ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,NİDAPARK KÜÇÜKYALI KINALI SİTE YÖNETİMİ  , ,Çınar Mahallesi Yeşiltepe Sokağı  No:42 Maltepe / İSTANBUL,SKT/56580,AC,AC_TYPE2,11
423.0,ŞRJ/19914,NIDAPARK-KINALI,OZEL,EKA ENERJİ,EKA ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,NİDAPARK KÜÇÜKYALI KINALI SİTE YÖNETİMİ  , ,Çınar Mahallesi Yeşiltepe Sokağı  No:42 Maltepe / İSTANBUL,SKT/56581,AC,AC_TYPE2,11
423.0,ŞRJ/19914,NIDAPARK-KINALI,OZEL,EKA ENERJİ,EKA ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,NİDAPARK KÜÇÜKYALI KINALI SİTE YÖNETİMİ  , ,Çınar Mahallesi Yeşiltepe Sokağı  No:42 Maltepe / İSTANBUL,SKT/56582,AC,AC_TYPE2,11
423.0,ŞRJ/19914,NIDAPARK-KINALI,OZEL,EKA ENERJİ,EKA ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,NİDAPARK KÜÇÜKYALI KINALI SİTE YÖNETİMİ  , ,Çınar Mahallesi Yeşiltepe Sokağı  No:42 Maltepe / İSTANBUL,SKT/56583,AC,AC_TYPE2,11
423.0,ŞRJ/19914,NIDAPARK-KINALI,OZEL,EKA ENERJİ,EKA ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,NİDAPARK KÜÇÜKYALI KINALI SİTE YÖNETİMİ  , ,Çınar Mahallesi Yeşiltepe Sokağı  No:42 Maltepe / İSTANBUL,SKT/56584,AC,AC_TYPE2,11
423.0,ŞRJ/19914,NIDAPARK-KINALI,OZEL,EKA ENERJİ,EKA ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,NİDAPARK KÜÇÜKYALI KINALI SİTE YÖNETİMİ  , ,Çınar Mahallesi Yeşiltepe Sokağı  No:42 Maltepe / İSTANBUL,SKT/56585,AC,AC_TYPE2,11
423.0,ŞRJ/19914,NIDAPARK-KINALI,OZEL,EKA ENERJİ,EKA ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,NİDAPARK KÜÇÜKYALI KINALI SİTE YÖNETİMİ  , ,Çınar Mahallesi Yeşiltepe Sokağı  No:42 Maltepe / İSTANBUL,SKT/56586,AC,AC_TYPE2,11
424.0,ŞRJ/19915,EKAFIKIRTEPEPARSEL7,OZEL,EKA ENERJİ,EKA ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,EMLAK KONUT GAYRİMENKUL YATIRIM ORTAKLIĞI ANONİM ŞİRKETİ  , ,Fikirtepe Mahallesi Niyazibey Sokağı  No:7-23 Kadıköy / İSTANBUL,SKT/56587,AC,AC_TYPE2,11
424.0,ŞRJ/19915,EKAFIKIRTEPEPARSEL7,OZEL,EKA ENERJİ,EKA ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,EMLAK KONUT GAYRİMENKUL YATIRIM ORTAKLIĞI ANONİM ŞİRKETİ  , ,Fikirtepe Mahallesi Niyazibey Sokağı  No:7-23 Kadıköy / İSTANBUL,SKT/56588,AC,AC_TYPE2,11
424.0,ŞRJ/19915,EKAFIKIRTEPEPARSEL7,OZEL,EKA ENERJİ,EKA ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,EMLAK KONUT GAYRİMENKUL YATIRIM ORTAKLIĞI ANONİM ŞİRKETİ  , ,Fikirtepe Mahallesi Niyazibey Sokağı  No:7-23 Kadıköy / İSTANBUL,SKT/56589,AC,AC_TYPE2,11
424.0,ŞRJ/19915,EKAFIKIRTEPEPARSEL7,OZEL,EKA ENERJİ,EKA ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,EMLAK KONUT GAYRİMENKUL YATIRIM ORTAKLIĞI ANONİM ŞİRKETİ  , ,Fikirtepe Mahallesi Niyazibey Sokağı  No:7-23 Kadıköy / İSTANBUL,SKT/56590,AC,AC_TYPE2,11
424.0,ŞRJ/19915,EKAFIKIRTEPEPARSEL7,OZEL,EKA ENERJİ,EKA ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,EMLAK KONUT GAYRİMENKUL YATIRIM ORTAKLIĞI ANONİM ŞİRKETİ  , ,Fikirtepe Mahallesi Niyazibey Sokağı  No:7-23 Kadıköy / İSTANBUL,SKT/56591,AC,AC_TYPE2,11
424.0,ŞRJ/19915,EKAFIKIRTEPEPARSEL7,OZEL,EKA ENERJİ,EKA ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,EMLAK KONUT GAYRİMENKUL YATIRIM ORTAKLIĞI ANONİM ŞİRKETİ  , ,Fikirtepe Mahallesi Niyazibey Sokağı  No:7-23 Kadıköy / İSTANBUL,SKT/56592,AC,AC_TYPE2,11
424.0,ŞRJ/19915,EKAFIKIRTEPEPARSEL7,OZEL,EKA ENERJİ,EKA ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,EMLAK KONUT GAYRİMENKUL YATIRIM ORTAKLIĞI ANONİM ŞİRKETİ  , ,Fikirtepe Mahallesi Niyazibey Sokağı  No:7-23 Kadıköy / İSTANBUL,SKT/56593,AC,AC_TYPE2,11
424.0,ŞRJ/19915,EKAFIKIRTEPEPARSEL7,OZEL,EKA ENERJİ,EKA ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,EMLAK KONUT GAYRİMENKUL YATIRIM ORTAKLIĞI ANONİM ŞİRKETİ  , ,Fikirtepe Mahallesi Niyazibey Sokağı  No:7-23 Kadıköy / İSTANBUL,SKT/56594,AC,AC_TYPE2,11
424.0,ŞRJ/19915,EKAFIKIRTEPEPARSEL7,OZEL,EKA ENERJİ,EKA ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,EMLAK KONUT GAYRİMENKUL YATIRIM ORTAKLIĞI ANONİM ŞİRKETİ  , ,Fikirtepe Mahallesi Niyazibey Sokağı  No:7-23 Kadıköy / İSTANBUL,SKT/56595,AC,AC_TYPE2,11
425.0,ŞRJ/19917,EKA_CINARKOY-2,OZEL,EKA ENERJİ,EKA ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,EMLAK KONUT ÇINARKÖY EVLERİ TOPLU YAPI YÖNETİMİ  , ,Kirazlıdere Mahallesi Eski Ankara Caddesi  No:8 Çekmeköy / İSTANBUL,SKT/56605,AC,AC_TYPE2,11
425.0,ŞRJ/19917,EKA_CINARKOY-2,OZEL,EKA ENERJİ,EKA ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,EMLAK KONUT ÇINARKÖY EVLERİ TOPLU YAPI YÖNETİMİ  , ,Kirazlıdere Mahallesi Eski Ankara Caddesi  No:8 Çekmeköy / İSTANBUL,SKT/56606,AC,AC_TYPE2,11
425.0,ŞRJ/19917,EKA_CINARKOY-2,OZEL,EKA ENERJİ,EKA ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,EMLAK KONUT ÇINARKÖY EVLERİ TOPLU YAPI YÖNETİMİ  , ,Kirazlıdere Mahallesi Eski Ankara Caddesi  No:8 Çekmeköy / İSTANBUL,SKT/56607,AC,AC_TYPE2,11
425.0,ŞRJ/19917,EKA_CINARKOY-2,OZEL,EKA ENERJİ,EKA ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,EMLAK KONUT ÇINARKÖY EVLERİ TOPLU YAPI YÖNETİMİ  , ,Kirazlıdere Mahallesi Eski Ankara Caddesi  No:8 Çekmeköy / İSTANBUL,SKT/56608,AC,AC_TYPE2,11
425.0,ŞRJ/19917,EKA_CINARKOY-2,OZEL,EKA ENERJİ,EKA ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,EMLAK KONUT ÇINARKÖY EVLERİ TOPLU YAPI YÖNETİMİ  , ,Kirazlıdere Mahallesi Eski Ankara Caddesi  No:8 Çekmeköy / İSTANBUL,SKT/56609,AC,AC_TYPE2,11
425.0,ŞRJ/19917,EKA_CINARKOY-2,OZEL,EKA ENERJİ,EKA ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,EMLAK KONUT ÇINARKÖY EVLERİ TOPLU YAPI YÖNETİMİ  , ,Kirazlıdere Mahallesi Eski Ankara Caddesi  No:8 Çekmeköy / İSTANBUL,SKT/56610,AC,AC_TYPE2,11
425.0,ŞRJ/19917,EKA_CINARKOY-2,OZEL,EKA ENERJİ,EKA ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,EMLAK KONUT ÇINARKÖY EVLERİ TOPLU YAPI YÖNETİMİ  , ,Kirazlıdere Mahallesi Eski Ankara Caddesi  No:8 Çekmeköy / İSTANBUL,SKT/56611,AC,AC_TYPE2,11
425.0,ŞRJ/19917,EKA_CINARKOY-2,OZEL,EKA ENERJİ,EKA ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,EMLAK KONUT ÇINARKÖY EVLERİ TOPLU YAPI YÖNETİMİ  , ,Kirazlıdere Mahallesi Eski Ankara Caddesi  No:8 Çekmeköy / İSTANBUL,SKT/56612,AC,AC_TYPE2,11
425.0,ŞRJ/19917,EKA_CINARKOY-2,OZEL,EKA ENERJİ,EKA ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,EMLAK KONUT ÇINARKÖY EVLERİ TOPLU YAPI YÖNETİMİ  , ,Kirazlıdere Mahallesi Eski Ankara Caddesi  No:8 Çekmeköy / İSTANBUL,SKT/56613,AC,AC_TYPE2,11
425.0,ŞRJ/19917,EKA_CINARKOY-2,OZEL,EKA ENERJİ,EKA ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,EMLAK KONUT ÇINARKÖY EVLERİ TOPLU YAPI YÖNETİMİ  , ,Kirazlıdere Mahallesi Eski Ankara Caddesi  No:8 Çekmeköy / İSTANBUL,SKT/56614,AC,AC_TYPE2,11
426.0,ŞRJ/19925,EKA_CINARKOY-6,OZEL,EKA ENERJİ,EKA ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,EMLAK KONUT ÇINARKÖY EVLERİ TOPLU YAPI YÖNETİMİ  , ,Kirazlıdere Mahallesi Eski Ankara Caddesi  No:12 Çekmeköy / İSTANBUL,SKT/56636,AC,AC_TYPE2,11
426.0,ŞRJ/19925,EKA_CINARKOY-6,OZEL,EKA ENERJİ,EKA ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,EMLAK KONUT ÇINARKÖY EVLERİ TOPLU YAPI YÖNETİMİ  , ,Kirazlıdere Mahallesi Eski Ankara Caddesi  No:12 Çekmeköy / İSTANBUL,SKT/56637,AC,AC_TYPE2,11
426.0,ŞRJ/19925,EKA_CINARKOY-6,OZEL,EKA ENERJİ,EKA ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,EMLAK KONUT ÇINARKÖY EVLERİ TOPLU YAPI YÖNETİMİ  , ,Kirazlıdere Mahallesi Eski Ankara Caddesi  No:12 Çekmeköy / İSTANBUL,SKT/56638,AC,AC_TYPE2,11
426.0,ŞRJ/19925,EKA_CINARKOY-6,OZEL,EKA ENERJİ,EKA ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,EMLAK KONUT ÇINARKÖY EVLERİ TOPLU YAPI YÖNETİMİ  , ,Kirazlıdere Mahallesi Eski Ankara Caddesi  No:12 Çekmeköy / İSTANBUL,SKT/56639,AC,AC_TYPE2,11
426.0,ŞRJ/19925,EKA_CINARKOY-6,OZEL,EKA ENERJİ,EKA ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,EMLAK KONUT ÇINARKÖY EVLERİ TOPLU YAPI YÖNETİMİ  , ,Kirazlıdere Mahallesi Eski Ankara Caddesi  No:12 Çekmeköy / İSTANBUL,SKT/56640,AC,AC_TYPE2,11
426.0,ŞRJ/19925,EKA_CINARKOY-6,OZEL,EKA ENERJİ,EKA ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,EMLAK KONUT ÇINARKÖY EVLERİ TOPLU YAPI YÖNETİMİ  , ,Kirazlıdere Mahallesi Eski Ankara Caddesi  No:12 Çekmeköy / İSTANBUL,SKT/56641,AC,AC_TYPE2,11
427.0,ŞRJ/19926,EKA_CINARKOY-10-STSOFS,OZEL,EKA ENERJİ,EKA ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,İZKA GAYRİMENKUL-PARK İSTANBUL ADİ ORTAKLIĞI  , ,Kirazlıdere Mahallesi Eski Ankara Caddesi  No:28 Çekmeköy / İSTANBUL,SKT/56642,AC,AC_TYPE2,11
428.0,ŞRJ/19927,EKA_CINARKOY-12-LİSE,OZEL,EKA ENERJİ,EKA ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,GÜNDOĞU İNŞAAT-EKLİPS İNŞAAT İŞ ORTAKLIĞI  , ,Kirazlıdere Mahallesi Eski Ankara Caddesi  No:34 Çekmeköy / İSTANBUL,SKT/56643,AC,AC_TYPE2,11
428.0,ŞRJ/19927,EKA_CINARKOY-12-LİSE,OZEL,EKA ENERJİ,EKA ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,GÜNDOĞU İNŞAAT-EKLİPS İNŞAAT İŞ ORTAKLIĞI  , ,Kirazlıdere Mahallesi Eski Ankara Caddesi  No:34 Çekmeköy / İSTANBUL,SKT/56644,AC,AC_TYPE2,11
