name,href,range_km,one_stop_range_km,efficiency_wh_per_km,battery_kwh,fastcharge_kw,acceleration_0_100_sec,towing_kg,cargo_l,weight_kg,raw_text,page_url
Volvo EX40 Single Motor (MY25) Discontinued,https://ev-database.org/car/2120/Volvo-EX40-Single-Motor,345.0,378.0,194.0,67.0,100.0,7.3,1500.0,441.0,2040.0,"Volvo EX40 Single Motor (MY25) Discontinued (February 2024 - April 2025) C 5 V2 L H G Range* 345 km Efficiency* 194 Wh/km Weight 2,040 kg 0-100 7.3 sec 1-Stop Range 378 km Battery 67.0 kWh Fastcharge 100 kW Towing 1,500 kg Cargo Vol. 441 L Price/range* €144 /km €49,990 €45,995 £45,955",https://ev-database.org/#group=vehicle-group&rs-pr=10000_100000&rs-er=0_1000&rs-ld=0_1000&rs-ac=2_23&rs-dcfc=0_400&rs-ub=10_200&rs-tw=0_3000&rs-ef=100_350&rs-sa=-1_5&rs-w=1000_3500&rs-c=0_5000&rs-y=2010_2030&s=1&p=11-50
Alpine A390 GTS Available to order,https://ev-database.org/car/3391/Alpine-A390-GTS,470.0,516.0,189.0,89.0,140.0,3.9,1350.0,532.0,2196.0,"Alpine A390 GTS Available to order from June 2026* D 5 V2 L H G Range* 470 km Efficiency* 189 Wh/km Weight 2,196 kg 0-100 3.9 sec 1-Stop Range 516 km Battery 89.0 kWh Fastcharge 140 kW Towing 1,350 kg Cargo Vol. 532 L Price/range* €169 /km * €78,000 * €80,000 £69,390",https://ev-database.org/#group=vehicle-group&rs-pr=10000_100000&rs-er=0_1000&rs-ld=0_1000&rs-ac=2_23&rs-dcfc=0_400&rs-ub=10_200&rs-tw=0_3000&rs-ef=100_350&rs-sa=-1_5&rs-w=1000_3500&rs-c=0_5000&rs-y=2010_2030&s=1&p=11-50
Škoda Enyaq RS (MY27) Available to,https://ev-database.org/car/3572/Skoda-Enyaq-RS,450.0,494.0,171.0,77.0,115.0,5.4,2200.0,606.0,2237.0,"Škoda Enyaq RS (MY27) Available to order since April 2026 C 5 5 V2 L H G Range* 450 km Efficiency* 171 Wh/km Weight 2,237 kg 0-100 5.4 sec 1-Stop Range 494 km Battery 77.0 kWh Fastcharge 115 kW Towing 2,200 kg Cargo Vol. 606 L Price/range* €128 /km €58,900 €53,990 £52,470",https://ev-database.org/#group=vehicle-group&rs-pr=10000_100000&rs-er=0_1000&rs-ld=0_1000&rs-ac=2_23&rs-dcfc=0_400&rs-ub=10_200&rs-tw=0_3000&rs-ef=100_350&rs-sa=-1_5&rs-w=1000_3500&rs-c=0_5000&rs-y=2010_2030&s=1&p=11-50
Polestar 3 Long Range Dual motor,https://ev-database.org/car/1758/Polestar-3-Long-Range-Dual-motor,515.0,555.0,208.0,107.0,150.0,5.0,2200.0,516.0,2654.0,"Polestar 3 Long Range Dual motor (MY23-25) Available to order since November 2022 E 5 5 V2 L H G Range 515 km Efficiency 208 Wh/km Weight 2,654 kg 0-100 5.0 sec 1-Stop Range 555 km Battery 107.0 kWh Fastcharge 150 kW Towing 2,200 kg Cargo Vol. 516 L Price/range €166 /km €81,590 €86,950 £75,900",https://ev-database.org/#group=vehicle-group&rs-pr=10000_100000&rs-er=0_1000&rs-ld=0_1000&rs-ac=2_23&rs-dcfc=0_400&rs-ub=10_200&rs-tw=0_3000&rs-ef=100_350&rs-sa=-1_5&rs-w=1000_3500&rs-c=0_5000&rs-y=2010_2030&s=1&p=11-50
Volvo EX90 Twin Motor (MY26) Available,https://ev-database.org/car/3324/Volvo-EX90-Twin-Motor,480.0,567.0,213.0,102.0,200.0,5.5,2200.0,703.0,2725.0,"Volvo EX90 Twin Motor (MY26) Available to order since September 2025 F 7 5 V2 L H G Range* 480 km Efficiency* 213 Wh/km Weight 2,725 kg 0-100 5.5 sec 1-Stop Range 567 km Battery 102.0 kWh Fastcharge 200 kW Towing 2,200 kg Cargo Vol. 703 L Price/range* €204 /km €96,190 €94,495 £89,560",https://ev-database.org/#group=vehicle-group&rs-pr=10000_100000&rs-er=0_1000&rs-ld=0_1000&rs-ac=2_23&rs-dcfc=0_400&rs-ub=10_200&rs-tw=0_3000&rs-ef=100_350&rs-sa=-1_5&rs-w=1000_3500&rs-c=0_5000&rs-y=2010_2030&s=1&p=11-50
Alpine A390 GT Available to order,https://ev-database.org/car/3390/Alpine-A390-GT,470.0,486.0,189.0,89.0,120.0,4.8,1350.0,532.0,2199.0,"Alpine A390 GT Available to order since December 2025 D 5 V2 L H G Range* 470 km Efficiency* 189 Wh/km Weight 2,199 kg 0-100 4.8 sec 1-Stop Range 486 km Battery 89.0 kWh Fastcharge 120 kW Towing 1,350 kg Cargo Vol. 532 L Price/range* €146 /km €67,500 €67,900 £61,390",https://ev-database.org/#group=vehicle-group&rs-pr=10000_100000&rs-er=0_1000&rs-ld=0_1000&rs-ac=2_23&rs-dcfc=0_400&rs-ub=10_200&rs-tw=0_3000&rs-ef=100_350&rs-sa=-1_5&rs-w=1000_3500&rs-c=0_5000&rs-y=2010_2030&s=1&p=11-50
Renault Scenic E-Tech EV60 170hp (TU2025),https://ev-database.org/car/3218/Renault-Scenic-E-Tech-EV60-170hp,340.0,357.0,176.0,60.0,80.0,8.6,1100.0,545.0,1822.0,"Renault Scenic E-Tech EV60 170hp (TU2025) Available to order since June 2025 C 5 V2 L H G Range* 340 km Efficiency* 176 Wh/km Weight 1,822 kg 0-100 8.6 sec 1-Stop Range 357 km Battery 60.0 kWh Fastcharge 80 kW Towing 1,100 kg Cargo Vol. 545 L Price/range* €117 /km €40,400 €39,490 N/A",https://ev-database.org/#group=vehicle-group&rs-pr=10000_100000&rs-er=0_1000&rs-ld=0_1000&rs-ac=2_23&rs-dcfc=0_400&rs-ub=10_200&rs-tw=0_3000&rs-ef=100_350&rs-sa=-1_5&rs-w=1000_3500&rs-c=0_5000&rs-y=2010_2030&s=1&p=11-50
Ford Focus Electric Discontinued (July 2013,https://ev-database.org/car/1010/Ford-Focus-Electric,105.0,75.0,186.0,19.6,0.0,11.4,,237.0,1700.0,"Ford Focus Electric Discontinued (July 2013 - October 2015) C 5 V2 L H G Range 105 km Efficiency 186 Wh/km Weight 1,700 kg 0-100 11.4 sec 1-Stop Range 75 km Battery* 19.6 kWh Fastcharge 0 kW Towing unknown Cargo Vol. 237 L Price/range €358 /km €39,990 €39,990 £28,500",https://ev-database.org/#group=vehicle-group&rs-pr=10000_100000&rs-er=0_1000&rs-ld=0_1000&rs-ac=2_23&rs-dcfc=0_400&rs-ub=10_200&rs-tw=0_3000&rs-ef=100_350&rs-sa=-1_5&rs-w=1000_3500&rs-c=0_5000&rs-y=2010_2030&s=1&p=11-50
Audi Q4 e-tron 35 (MY21-23) Discontinued,https://ev-database.org/car/1179/Audi-Q4-e-tron-35,285.0,301.0,182.0,52.0,70.0,9.0,1000.0,520.0,1965.0,"Audi Q4 e-tron 35 (MY21-23) Discontinued (June 2021 - September 2023) C 5 5 V2 L H G Range* 285 km Efficiency* 182 Wh/km Weight 1,965 kg 0-100 9.0 sec 1-Stop Range 301 km Battery 52.0 kWh Fastcharge 70 kW Towing 1,000 kg Cargo Vol. 520 L Price/range* €173 /km €44,700 €52,105 £44,690",https://ev-database.org/#group=vehicle-group&rs-pr=10000_100000&rs-er=0_1000&rs-ld=0_1000&rs-ac=2_23&rs-dcfc=0_400&rs-ub=10_200&rs-tw=0_3000&rs-ef=100_350&rs-sa=-1_5&rs-w=1000_3500&rs-c=0_5000&rs-y=2010_2030&s=1&p=11-50
Volkswagen ID.3 Pure Performance Discontinued (February,https://ev-database.org/car/1127/Volkswagen-ID3-Pure-Performance,275.0,252.0,164.0,45.0,45.0,8.9,0.0,385.0,1772.0,"Volkswagen ID.3 Pure Performance Discontinued (February 2021 - August 2021) C 5 5 V2 L H G Range 275 km Efficiency 164 Wh/km Weight 1,772 kg 0-100 8.9 sec 1-Stop Range 252 km Battery 45.0 kWh Fastcharge 45 kW Towing 0 kg Cargo Vol. 385 L Price/range €116 /km €31,960 €32,190 £27,120",https://ev-database.org/#group=vehicle-group&rs-pr=10000_100000&rs-er=0_1000&rs-ld=0_1000&rs-ac=2_23&rs-dcfc=0_400&rs-ub=10_200&rs-tw=0_3000&rs-ef=100_350&rs-sa=-1_5&rs-w=1000_3500&rs-c=0_5000&rs-y=2010_2030&s=1&p=11-50
Porsche Taycan 4 Cross Turismo Discontinued,https://ev-database.org/car/1186/Porsche-Taycan-4-Cross-Turismo,420.0,520.0,199.0,83.7,200.0,5.1,0.0,530.0,2320.0,"Porsche Taycan 4 Cross Turismo Discontinued (July 2021 - January 2023) F 5 V2 L H G Range* 420 km Efficiency* 199 Wh/km Weight 2,320 kg 0-100 5.1 sec 1-Stop Range 520 km Battery 83.7 kWh Fastcharge 200 kW Towing 0 kg Cargo Vol. 530 L Price/range* €238 /km €98,514 €104,000 £84,500",https://ev-database.org/#group=vehicle-group&rs-pr=10000_100000&rs-er=0_1000&rs-ld=0_1000&rs-ac=2_23&rs-dcfc=0_400&rs-ub=10_200&rs-tw=0_3000&rs-ef=100_350&rs-sa=-1_5&rs-w=1000_3500&rs-c=0_5000&rs-y=2010_2030&s=1&p=11-50
Škoda CITIGOe iV Discontinued (January 2020,https://ev-database.org/car/1190/Skoda-CITIGOe-iV,205.0,188.0,158.0,32.3,29.0,12.3,0.0,250.0,1235.0,"Škoda CITIGOe iV Discontinued (January 2020 - September 2020) A 4 3 V2 L H G Range 205 km Efficiency 158 Wh/km Weight 1,235 kg 0-100 12.3 sec 1-Stop Range 188 km Battery 32.3 kWh Fastcharge 29 kW Towing 0 kg Cargo Vol. 250 L Price/range €110 /km €24,534 €23,290 £17,455",https://ev-database.org/#group=vehicle-group&rs-pr=10000_100000&rs-er=0_1000&rs-ld=0_1000&rs-ac=2_23&rs-dcfc=0_400&rs-ub=10_200&rs-tw=0_3000&rs-ef=100_350&rs-sa=-1_5&rs-w=1000_3500&rs-c=0_5000&rs-y=2010_2030&s=1&p=11-50
BMW iX3 (MY21) Discontinued (November 2020,https://ev-database.org/car/1136/BMW-iX3,385.0,403.0,192.0,74.0,94.0,6.8,750.0,510.0,2260.0,"BMW iX3 (MY21) Discontinued (November 2020 - September 2021) D 5 V2 L H G Range 385 km Efficiency 192 Wh/km Weight 2,260 kg 0-100 6.8 sec 1-Stop Range 403 km Battery 74.0 kWh Fastcharge 94 kW Towing 750 kg Cargo Vol. 510 L Price/range €175 /km €67,300 €67,500 N/A",https://ev-database.org/#group=vehicle-group&rs-pr=10000_100000&rs-er=0_1000&rs-ld=0_1000&rs-ac=2_23&rs-dcfc=0_400&rs-ub=10_200&rs-tw=0_3000&rs-ef=100_350&rs-sa=-1_5&rs-w=1000_3500&rs-c=0_5000&rs-y=2010_2030&s=1&p=11-50
Aiways U5 Discontinued (October 2020 -,https://ev-database.org/car/1261/Aiways-U5,315.0,313.0,190.0,60.0,75.0,7.5,,432.0,1795.0,"Aiways U5 Discontinued (October 2020 - April 2022) C 5 3 V2 L H G Range* 315 km Efficiency* 190 Wh/km Weight 1,795 kg 0-100 7.5 sec 1-Stop Range 313 km Battery* 60.0 kWh Fastcharge 75 kW Towing unknown Cargo Vol. 432 L Price/range* €121 /km €35,993 €39,950 N/A",https://ev-database.org/#group=vehicle-group&rs-pr=10000_100000&rs-er=0_1000&rs-ld=0_1000&rs-ac=2_23&rs-dcfc=0_400&rs-ub=10_200&rs-tw=0_3000&rs-ef=100_350&rs-sa=-1_5&rs-w=1000_3500&rs-c=0_5000&rs-y=2010_2030&s=1&p=11-50
Peugeot e-308 (MY23-25) Discontinued (April 2023,https://ev-database.org/car/1744/Peugeot-e-308,300.0,327.0,169.0,50.8,79.0,9.8,0.0,361.0,1759.0,"Peugeot e-308 (MY23-25) Discontinued (April 2023 - November 2025) C 5 V2 L H G Range* 300 km Efficiency* 169 Wh/km Weight 1,759 kg 0-100 9.8 sec 1-Stop Range 327 km Battery 50.8 kWh Fastcharge 79 kW Towing 0 kg Cargo Vol. 361 L Price/range* €139 /km €44,765 €42,070 £33,460",https://ev-database.org/#group=vehicle-group&rs-pr=10000_100000&rs-er=0_1000&rs-ld=0_1000&rs-ac=2_23&rs-dcfc=0_400&rs-ub=10_200&rs-tw=0_3000&rs-ef=100_350&rs-sa=-1_5&rs-w=1000_3500&rs-c=0_5000&rs-y=2010_2030&s=1&p=11-50
Peugeot e-408 58 kWh (MY25) Available,https://ev-database.org/car/3066/Peugeot-e-408-58-kWh,350.0,372.0,167.0,58.3,80.0,7.2,0.0,471.0,1879.0,"Peugeot e-408 58 kWh (MY25) Available to order since October 2024 C 5 V2 L H G Range* 350 km Efficiency* 167 Wh/km Weight 1,879 kg 0-100 7.2 sec 1-Stop Range 372 km Battery 58.3 kWh Fastcharge 80 kW Towing 0 kg Cargo Vol. 471 L Price/range* €126 /km €46,300 €44,780 £35,560",https://ev-database.org/#group=vehicle-group&rs-pr=10000_100000&rs-er=0_1000&rs-ld=0_1000&rs-ac=2_23&rs-dcfc=0_400&rs-ub=10_200&rs-tw=0_3000&rs-ef=100_350&rs-sa=-1_5&rs-w=1000_3500&rs-c=0_5000&rs-y=2010_2030&s=1&p=11-50
Audi Q8 SUV e-tron 50 quattro,https://ev-database.org/car/1769/Audi-Q8-SUV-e-tron-50-quattro,425.0,443.0,209.0,89.0,147.0,6.0,1800.0,631.0,2585.0,"Audi Q8 SUV e-tron 50 quattro Discontinued (December 2022 - November 2024) E 5 5 V2 L H G Range* 425 km Efficiency* 209 Wh/km Weight 2,585 kg 0-100 6.0 sec 1-Stop Range 443 km Battery 89.0 kWh Fastcharge 147 kW Towing 1,800 kg Cargo Vol. 631 L Price/range* €179 /km €75,900 €71,385 £70,715",https://ev-database.org/#group=vehicle-group&rs-pr=10000_100000&rs-er=0_1000&rs-ld=0_1000&rs-ac=2_23&rs-dcfc=0_400&rs-ub=10_200&rs-tw=0_3000&rs-ef=100_350&rs-sa=-1_5&rs-w=1000_3500&rs-c=0_5000&rs-y=2010_2030&s=1&p=11-50
Volkswagen ID.3 GTX Performance (MY24-26) Available,https://ev-database.org/car/2153/Volkswagen-ID3-GTX-Performance,465.0,526.0,170.0,79.0,135.0,5.6,0.0,385.0,1993.0,"Volkswagen ID.3 GTX Performance (MY24-26) Available to order since August 2024 C 5 5 V2 L H G Range* 465 km Efficiency* 170 Wh/km Weight 1,993 kg 0-100 5.6 sec 1-Stop Range 526 km Battery 79.0 kWh Fastcharge 135 kW Towing 0 kg Cargo Vol. 385 L Price/range* €108 /km €48,725 €47,990 £46,325",https://ev-database.org/#group=vehicle-group&rs-pr=10000_100000&rs-er=0_1000&rs-ld=0_1000&rs-ac=2_23&rs-dcfc=0_400&rs-ub=10_200&rs-tw=0_3000&rs-ef=100_350&rs-sa=-1_5&rs-w=1000_3500&rs-c=0_5000&rs-y=2010_2030&s=1&p=11-50
Mazda MX-30 Discontinued (September 2020 -,https://ev-database.org/car/1241/Mazda-MX-30,170.0,159.0,176.0,30.0,34.0,9.7,0.0,366.0,1720.0,"Mazda MX-30 Discontinued (September 2020 - July 2022) C 5 5 V2 L H G Range 170 km Efficiency 176 Wh/km Weight 1,720 kg 0-100 9.7 sec 1-Stop Range 159 km Battery* 30.0 kWh Fastcharge 34 kW Towing 0 kg Cargo Vol. 366 L Price/range €198 /km €34,490 €33,140 £29,150",https://ev-database.org/#group=vehicle-group&rs-pr=10000_100000&rs-er=0_1000&rs-ld=0_1000&rs-ac=2_23&rs-dcfc=0_400&rs-ub=10_200&rs-tw=0_3000&rs-ef=100_350&rs-sa=-1_5&rs-w=1000_3500&rs-c=0_5000&rs-y=2010_2030&s=1&p=11-50
Peugeot e-208 50 kWh (MY24) Discontinued,https://ev-database.org/car/1948/Peugeot-e-208-50-kWh,295.0,318.0,157.0,46.3,74.0,9.0,0.0,309.0,1530.0,"Peugeot e-208 50 kWh (MY24) Discontinued (August 2023 - April 2025) B 5 V2 L H G Range* 295 km Efficiency* 157 Wh/km Weight 1,530 kg 0-100 9.0 sec 1-Stop Range 318 km Battery 46.3 kWh Fastcharge 74 kW Towing 0 kg Cargo Vol. 309 L Price/range* €124 /km €35,975 €35,870 £32,650",https://ev-database.org/#group=vehicle-group&rs-pr=10000_100000&rs-er=0_1000&rs-ld=0_1000&rs-ac=2_23&rs-dcfc=0_400&rs-ub=10_200&rs-tw=0_3000&rs-ef=100_350&rs-sa=-1_5&rs-w=1000_3500&rs-c=0_5000&rs-y=2010_2030&s=1&p=11-50
Audi Q6 SUV e-tron (MY24) Available,https://ev-database.org/car/2281/Audi-Q6-SUV-e-tron,395.0,459.0,192.0,75.8,150.0,7.0,2000.0,590.0,2200.0,"Audi Q6 SUV e-tron (MY24) Available to order since August 2024 D 5 5 V2 L H G Range* 395 km Efficiency* 192 Wh/km Weight 2,200 kg 0-100 7.0 sec 1-Stop Range 459 km Battery 75.8 kWh Fastcharge 150 kW Towing 2,000 kg Cargo Vol. 590 L Price/range* €165 /km €63,500 €61,990 £60,565",https://ev-database.org/#group=vehicle-group&rs-pr=10000_100000&rs-er=0_1000&rs-ld=0_1000&rs-ac=2_23&rs-dcfc=0_400&rs-ub=10_200&rs-tw=0_3000&rs-ef=100_350&rs-sa=-1_5&rs-w=1000_3500&rs-c=0_5000&rs-y=2010_2030&s=1&p=11-50
Audi A6 Avant e-tron quattro (MY25),https://ev-database.org/car/3054/Audi-A6-Avant-e-tron-quattro,560.0,666.0,169.0,94.9,186.0,4.5,2100.0,529.0,2370.0,"Audi A6 Avant e-tron quattro (MY25) Available to order since September 2024 E 5 5 V2 L H G Range 560 km Efficiency 169 Wh/km Weight 2,370 kg 0-100 4.5 sec 1-Stop Range 666 km Battery 94.9 kWh Fastcharge 186 kW Towing 2,100 kg Cargo Vol. 529 L Price/range €150 /km €81,450 €81,490 £76,840",https://ev-database.org/#group=vehicle-group&rs-pr=10000_100000&rs-er=0_1000&rs-ld=0_1000&rs-ac=2_23&rs-dcfc=0_400&rs-ub=10_200&rs-tw=0_3000&rs-ef=100_350&rs-sa=-1_5&rs-w=1000_3500&rs-c=0_5000&rs-y=2010_2030&s=1&p=11-50
Volkswagen ID.7 Pro (MY26) Available to,https://ev-database.org/car/3256/Volkswagen-ID7-Pro,475.0,541.0,162.0,77.0,125.0,6.5,1000.0,532.0,2180.0,"Volkswagen ID.7 Pro (MY26) Available to order since July 2025 E 5 5 V2 L H G Range* 475 km Efficiency* 162 Wh/km Weight 2,180 kg 0-100 6.5 sec 1-Stop Range 541 km Battery 77.0 kWh Fastcharge 125 kW Towing 1,000 kg Cargo Vol. 532 L Price/range* €114 /km €54,105 €48,990 £51,005",https://ev-database.org/#group=vehicle-group&rs-pr=10000_100000&rs-er=0_1000&rs-ld=0_1000&rs-ac=2_23&rs-dcfc=0_400&rs-ub=10_200&rs-tw=0_3000&rs-ef=100_350&rs-sa=-1_5&rs-w=1000_3500&rs-c=0_5000&rs-y=2010_2030&s=1&p=11-50
NIO ET7 Standard Range Discontinued (October,https://ev-database.org/car/1751/NIO-ET7-Standard-Range,415.0,456.0,177.0,73.5,110.0,3.8,2000.0,363.0,2434.0,"NIO ET7 Standard Range Discontinued (October 2022 - March 2025) F 5 5 V2 L H G Range* 415 km Efficiency* 177 Wh/km Weight 2,434 kg 0-100 3.8 sec 1-Stop Range 456 km Battery 73.5 kWh Fastcharge 110 kW Towing 2,000 kg Cargo Vol. 363 L Price/range* €201 /km €81,900 €84,900 N/A",https://ev-database.org/#group=vehicle-group&rs-pr=10000_100000&rs-er=0_1000&rs-ld=0_1000&rs-ac=2_23&rs-dcfc=0_400&rs-ub=10_200&rs-tw=0_3000&rs-ef=100_350&rs-sa=-1_5&rs-w=1000_3500&rs-c=0_5000&rs-y=2010_2030&s=1&p=11-50
NIO ET5 Touring Long Range Available,https://ev-database.org/car/1916/NIO-ET5-Touring-Long-Range,485.0,527.0,186.0,90.0,135.0,4.0,1400.0,450.0,2285.0,"NIO ET5 Touring Long Range Available to order since July 2023 E 5 5 V2 L H G Range 485 km Efficiency 186 Wh/km Weight 2,285 kg 0-100 4.0 sec 1-Stop Range 527 km Battery 90.0 kWh Fastcharge 135 kW Towing 1,400 kg Cargo Vol. 450 L Price/range €146 /km €68,500 €72,900 N/A",https://ev-database.org/#group=vehicle-group&rs-pr=10000_100000&rs-er=0_1000&rs-ld=0_1000&rs-ac=2_23&rs-dcfc=0_400&rs-ub=10_200&rs-tw=0_3000&rs-ef=100_350&rs-sa=-1_5&rs-w=1000_3500&rs-c=0_5000&rs-y=2010_2030&s=1&p=11-50
Audi Q4 e-tron 55 quattro (MY24),https://ev-database.org/car/2015/Audi-Q4-e-tron-55-quattro,395.0,437.0,195.0,77.0,120.0,5.4,1200.0,520.0,2235.0,"Audi Q4 e-tron 55 quattro (MY24) Available to order since September 2023 C 5 5 V2 L H G Range* 395 km Efficiency* 195 Wh/km Weight 2,235 kg 0-100 5.4 sec 1-Stop Range 437 km Battery 77.0 kWh Fastcharge 120 kW Towing 1,200 kg Cargo Vol. 520 L Price/range* €160 /km €59,000 €64,625 £57,740",https://ev-database.org/#group=vehicle-group&rs-pr=10000_100000&rs-er=0_1000&rs-ld=0_1000&rs-ac=2_23&rs-dcfc=0_400&rs-ub=10_200&rs-tw=0_3000&rs-ef=100_350&rs-sa=-1_5&rs-w=1000_3500&rs-c=0_5000&rs-y=2010_2030&s=1&p=11-50
Lucid Air Pure RWD (MY26) Available,https://ev-database.org/car/3271/Lucid-Air-Pure-RWD,580.0,668.0,152.0,88.0,150.0,4.7,0.0,910.0,2145.0,"Lucid Air Pure RWD (MY26) Available to order since August 2025 F 5 5 V2 L H G Range* 580 km Efficiency* 152 Wh/km Weight 2,145 kg 0-100 4.7 sec 1-Stop Range 668 km Battery* 88.0 kWh Fastcharge 150 kW Towing 0 kg Cargo Vol. 910 L Price/range* €151 /km €85,900 €88,900 N/A",https://ev-database.org/#group=vehicle-group&rs-pr=10000_100000&rs-er=0_1000&rs-ld=0_1000&rs-ac=2_23&rs-dcfc=0_400&rs-ub=10_200&rs-tw=0_3000&rs-ef=100_350&rs-sa=-1_5&rs-w=1000_3500&rs-c=0_5000&rs-y=2010_2030&s=1&p=11-50
MG Marvel R Performance Discontinued (October,https://ev-database.org/car/1475/MG-Marvel-R-Performance,350.0,335.0,200.0,70.0,81.0,4.9,750.0,357.0,1995.0,"MG Marvel R Performance Discontinued (October 2021 - February 2025) C 5 4 V2 L H G Range 350 km Efficiency 200 Wh/km Weight 1,995 kg 0-100 4.9 sec 1-Stop Range 335 km Battery* 70.0 kWh Fastcharge 81 kW Towing 750 kg Cargo Vol. 357 L Price/range €148 /km €50,990 €52,485 N/A",https://ev-database.org/#group=vehicle-group&rs-pr=10000_100000&rs-er=0_1000&rs-ld=0_1000&rs-ac=2_23&rs-dcfc=0_400&rs-ub=10_200&rs-tw=0_3000&rs-ef=100_350&rs-sa=-1_5&rs-w=1000_3500&rs-c=0_5000&rs-y=2010_2030&s=1&p=11-50
Volkswagen ID.4 Pro 4MOTION (MY24-25) Discontinued,https://ev-database.org/car/2029/Volkswagen-ID4-Pro-4MOTION,435.0,477.0,177.0,77.0,120.0,6.6,1200.0,543.0,2233.0,"Volkswagen ID.4 Pro 4MOTION (MY24-25) Discontinued (October 2023 - July 2025) C 5 5 V2 L H G Range 435 km Efficiency 177 Wh/km Weight 2,233 kg 0-100 6.6 sec 1-Stop Range 477 km Battery 77.0 kWh Fastcharge 120 kW Towing 1,200 kg Cargo Vol. 543 L Price/range €116 /km €49,020 €49,990 £46,080",https://ev-database.org/#group=vehicle-group&rs-pr=10000_100000&rs-er=0_1000&rs-ld=0_1000&rs-ac=2_23&rs-dcfc=0_400&rs-ub=10_200&rs-tw=0_3000&rs-ef=100_350&rs-sa=-1_5&rs-w=1000_3500&rs-c=0_5000&rs-y=2010_2030&s=1&p=11-50
Mercedes-Benz EQS 580 4MATIC Discontinued (April,https://ev-database.org/car/2196/Mercedes-Benz-EQS-580-4MATIC,640.0,682.0,184.0,118.0,160.0,4.4,1700.0,620.0,2655.0,"Mercedes-Benz EQS 580 4MATIC Discontinued (April 2024 - April 2026) F 5 V2 L H G Range* 640 km Efficiency* 184 Wh/km Weight 2,655 kg 0-100 4.4 sec 1-Stop Range 682 km Battery 118.0 kWh Fastcharge 160 kW Towing 1,700 kg Cargo Vol. 620 L Price/range* €245 /km €141,705 €172,072 N/A",https://ev-database.org/#group=vehicle-group&rs-pr=10000_100000&rs-er=0_1000&rs-ld=0_1000&rs-ac=2_23&rs-dcfc=0_400&rs-ub=10_200&rs-tw=0_3000&rs-ef=100_350&rs-sa=-1_5&rs-w=1000_3500&rs-c=0_5000&rs-y=2010_2030&s=1&p=11-50
CUPRA Born 170 kW - 59,https://ev-database.org/car/2233/CUPRA-Born-170-kW---59-kWh,360.0,416.0,164.0,59.0,110.0,6.7,0.0,385.0,1841.0,"CUPRA Born 170 kW - 59 kWh (MY25-26) Available to order since June 2024 C 5 5 V2 L H G Range* 360 km Efficiency* 164 Wh/km Weight 1,841 kg 0-100 6.7 sec 1-Stop Range 416 km Battery 59.0 kWh Fastcharge 110 kW Towing 0 kg Cargo Vol. 385 L Price/range* €107 /km €41,450 €34,990 £34,190",https://ev-database.org/#group=vehicle-group&rs-pr=10000_100000&rs-er=0_1000&rs-ld=0_1000&rs-ac=2_23&rs-dcfc=0_400&rs-ub=10_200&rs-tw=0_3000&rs-ef=100_350&rs-sa=-1_5&rs-w=1000_3500&rs-c=0_5000&rs-y=2010_2030&s=1&p=11-50
Renault 4 E-Tech 40kWh 120hp Available,https://ev-database.org/car/3126/Renault-4-E-Tech-40kWh-120hp,245.0,253.0,163.0,40.0,55.0,9.2,750.0,420.0,1485.0,"Renault 4 E-Tech 40kWh 120hp Available to order since March 2025 B 5 V2 L H G Range* 245 km Efficiency* 163 Wh/km Weight 1,485 kg 0-100 9.2 sec 1-Stop Range 253 km Battery 40.0 kWh Fastcharge 55 kW Towing 750 kg Cargo Vol. 420 L Price/range* €121 /km €29,400 €29,990 N/A",https://ev-database.org/#group=vehicle-group&rs-pr=10000_100000&rs-er=0_1000&rs-ld=0_1000&rs-ac=2_23&rs-dcfc=0_400&rs-ub=10_200&rs-tw=0_3000&rs-ef=100_350&rs-sa=-1_5&rs-w=1000_3500&rs-c=0_5000&rs-y=2010_2030&s=1&p=11-50
Volvo EX40 Twin Motor (MY26) Available,https://ev-database.org/car/3160/Volvo-EX40-Twin-Motor,385.0,414.0,205.0,79.0,110.0,4.8,1800.0,441.0,2170.0,"Volvo EX40 Twin Motor (MY26) Available to order since February 2025 C 5 V2 L H G Range* 385 km Efficiency* 205 Wh/km Weight 2,170 kg 0-100 4.8 sec 1-Stop Range 414 km Battery 79.0 kWh Fastcharge 110 kW Towing 1,800 kg Cargo Vol. 441 L Price/range* €151 /km €59,590 €48,995 £57,660",https://ev-database.org/#group=vehicle-group&rs-pr=10000_100000&rs-er=0_1000&rs-ld=0_1000&rs-ac=2_23&rs-dcfc=0_400&rs-ub=10_200&rs-tw=0_3000&rs-ef=100_350&rs-sa=-1_5&rs-w=1000_3500&rs-c=0_5000&rs-y=2010_2030&s=1&p=11-50
